ID_Consulta,Tipo_Consulta,Consulta,Respuesta_SAE,Departamento_SAE,Satisfaccion_Cliente,Tiempo_Respuesta_Minutos
2374,Financiera,¿Qué hago si ya pagué pero no se refleja el abono en mi cuenta?,"1. Espera 24h tras el pago.
2. Si no se refleja, envía el voucher escaneado a tesoreria@utp.edu.pe con tu código de alumno.
3. Verifica en 48h.",Financiera,5,20
2375,Biblioteca,¿Cómo accedo a libros digitales desde casa?,"1. Ingresa a biblioteca.utp.edu.pe.
2. Inicia sesión con tu usuario.
3. Elige 'Recursos digitales'.
4. Busca el título requerido.",Biblioteca,3,15
2376,Internacional,¿Qué necesito para postular a un programa de intercambio?,"Requisitos:
1. Promedio >13
2. Inglés nivel B1
3. No tener sanciones
4. Postular en fechas oficiales desde la web de Internacionalización.",Internacional,3,20
2377,Internacional,¿Qué beneficios ofrece un intercambio académico?,"Incluye:
- Cursos convalidables
- Experiencia multicultural
- Apoyo con trámites
- Orientación personalizada por la UTP.",Internacional,4,10
2378,Financiera,¿Qué hago si ya pagué pero no se refleja el abono en mi cuenta?,"1. Espera 24h tras el pago.
2. Si no se refleja, envía el voucher escaneado a tesoreria@utp.edu.pe con tu código de alumno.
3. Verifica en 48h.",Financiera,3,30
2379,Administrativa,¿Cómo obtengo un duplicado de mi carné universitario?,"1. Solicita el duplicado en la plataforma.
2. Paga el derecho correspondiente en Tesorería.
3. Acércate a Secretaría Académica con tu voucher.",Administrativa,4,15
2380,Biblioteca,¿Cómo accedo a libros digitales desde casa?,"1. Ingresa a biblioteca.utp.edu.pe.
2. Inicia sesión con tu usuario.
3. Elige 'Recursos digitales'.
4. Busca el título requerido.",Biblioteca,4,10
2381,Bolsa Laboral,¿Cómo solicito una asesoría de empleabilidad?,"1. Entra a la plataforma.
2. Agenda una cita con un asesor.
3. Prepara tu CV y objetivos laborales.",Bolsa Laboral,3,60
2382,Financiera,¿Dónde puedo ver el cronograma de pagos?,"1. Ingresa al campus virtual.
2. Dirígete a la opción 'Pagos y cronogramas'.
3. Selecciona tu ciclo y carrera.",Financiera,4,60
2383,Trámite,¿Cómo tramito mi certificado de egresado?,"1. Finaliza todos tus cursos.
2. Ingresa al portal y solicita el certificado.
3. Paga el derecho respectivo.
4. Recibirás el documento digital.",Secretaría General,4,30
2384,Administrativa,¿Qué debo hacer si mis datos personales están incorrectos en el sistema?,"1. Dirígete a Secretaría Académica.
2. Presenta tu DNI.
3. Solicita la actualización de tus datos.",Administrativa,3,25
2385,Financiera,¿Dónde puedo ver el cronograma de pagos?,"1. Ingresa al campus virtual.
2. Dirígete a la opción 'Pagos y cronogramas'.
3. Selecciona tu ciclo y carrera.",Financiera,5,25
2386,Biblioteca,¿Qué pasa si entrego un libro con retraso?,"Se genera una multa por día de retraso. Para evitarla, puedes renovar el préstamo desde tu cuenta antes de la fecha límite.",Biblioteca,4,30
2387,Biblioteca,¿Cómo solicito un libro que no está en la biblioteca?,Puedes usar el formulario 'Solicitud de libros' en la web de biblioteca para que evalúen su adquisición.,Biblioteca,3,10
2388,Internacional,¿Cómo accedo a las charlas informativas sobre movilidad estudiantil?,Revisa el calendario de eventos en utp.edu.pe/movilidad o inscríbete en el campus virtual en la sección 'Eventos Internacionales'.,Internacional,5,45
2389,Financiera,¿Dónde puedo ver el cronograma de pagos?,"1. Ingresa al campus virtual.
2. Dirígete a la opción 'Pagos y cronogramas'.
3. Selecciona tu ciclo y carrera.",Financiera,3,25
2390,Internacional,¿Cómo accedo a las charlas informativas sobre movilidad estudiantil?,Revisa el calendario de eventos en utp.edu.pe/movilidad o inscríbete en el campus virtual en la sección 'Eventos Internacionales'.,Internacional,3,20
2391,Bienestar,¿La universidad brinda apoyo en caso de violencia familiar?,Sí. Puedes contactarte con el área de Bienestar y solicitar apoyo psicológico o legal. Todo es confidencial.,Bienestar,5,20
2392,Biblioteca,¿Cómo solicito un libro que no está en la biblioteca?,Puedes usar el formulario 'Solicitud de libros' en la web de biblioteca para que evalúen su adquisición.,Biblioteca,4,60
2393,Trámite,¿Qué requisitos debo presentar para solicitar un traslado a otra sede?,"Necesitas:
- Solicitud formal
- Constancia de notas
- DNI escaneado
Envía todo a secretaria.general@utp.edu.pe",Secretaría General,3,20
2394,Tecnológica,¿Qué debo hacer si no puedo acceder al campus virtual desde casa?,"Verifica tu conexión a internet. Luego:
1. Borra caché del navegador.
2. Intenta ingresar desde otro navegador.
3. Si persiste, contacta a Soporte TI desde el correo soporte@utp.edu.pe.",Tecnológica,5,60
2395,Bolsa Laboral,¿Cómo me registro en la Bolsa Laboral UTP?,"1. Accede a empleabilidad.utp.edu.pe
2. Inicia sesión con tu cuenta institucional.
3. Completa tu perfil.
4. Aplica a convocatorias activas.",Bolsa Laboral,3,15
2396,Tecnológica,¿Cómo configuro mi correo institucional en el celular?,"Sigue estos pasos:
1. Abre tu app de correo.
2. Añade nueva cuenta.
3. Ingresa tu correo UTP y contraseña.
4. Usa el servidor IMAP: outlook.office365.com
5. Guarda los cambios.",Tecnológica,4,60
2397,Trámite,¿Qué requisitos debo presentar para solicitar un traslado a otra sede?,"Necesitas:
- Solicitud formal
- Constancia de notas
- DNI escaneado
Envía todo a secretaria.general@utp.edu.pe",Secretaría General,4,60
2398,Tecnológica,¿Cómo configuro mi correo institucional en el celular?,"Sigue estos pasos:
1. Abre tu app de correo.
2. Añade nueva cuenta.
3. Ingresa tu correo UTP y contraseña.
4. Usa el servidor IMAP: outlook.office365.com
5. Guarda los cambios.",Tecnológica,4,30
2399,Tecnológica,¿Cómo configuro mi correo institucional en el celular?,"Sigue estos pasos:
1. Abre tu app de correo.
2. Añade nueva cuenta.
3. Ingresa tu correo UTP y contraseña.
4. Usa el servidor IMAP: outlook.office365.com
5. Guarda los cambios.",Tecnológica,4,30
2400,Administrativa,¿Qué debo hacer si mis datos personales están incorrectos en el sistema?,"1. Dirígete a Secretaría Académica.
2. Presenta tu DNI.
3. Solicita la actualización de tus datos.",Administrativa,3,20
2401,Bienestar,¿Cómo puedo agendar una cita con un psicólogo universitario?,"1. Accede al portal de Bienestar Universitario.
2. Selecciona 'Agenda de citas'.
3. Elige día y hora.
4. Recibirás una confirmación por correo.",Bienestar,3,25
2402,Administrativa,¿Qué debo hacer si mis datos personales están incorrectos en el sistema?,"1. Dirígete a Secretaría Académica.
2. Presenta tu DNI.
3. Solicita la actualización de tus datos.",Administrativa,5,15
2403,Trámite,¿Qué requisitos debo presentar para solicitar un traslado a otra sede?,"Necesitas:
- Solicitud formal
- Constancia de notas
- DNI escaneado
Envía todo a secretaria.general@utp.edu.pe",Secretaría General,3,45
2404,Bolsa Laboral,¿Qué talleres ofrece la Bolsa Laboral para estudiantes?,"Incluye talleres de:
- Elaboración de CV
- Entrevista laboral
- LinkedIn profesional
- Networking empresarial.",Bolsa Laboral,5,60
2405,Financiera,¿Cómo solicito un fraccionamiento de mis pagos?,"1. Ingresa a la plataforma académica.
2. Ve a 'Tesorería > Fraccionamiento'.
3. Elige el número de cuotas.
4. Acepta los términos y envía la solicitud.",Financiera,5,10
2406,Bienestar,¿Qué servicios ofrece Bienestar Universitario durante el ciclo?,"Incluye:
- Asesoría psicológica
- Orientación vocacional
- Ferias de salud
- Actividades deportivas y culturales",Bienestar,5,20
2407,Bolsa Laboral,¿Qué talleres ofrece la Bolsa Laboral para estudiantes?,"Incluye talleres de:
- Elaboración de CV
- Entrevista laboral
- LinkedIn profesional
- Networking empresarial.",Bolsa Laboral,5,15
2408,Administrativa,¿Qué debo hacer si mis datos personales están incorrectos en el sistema?,"1. Dirígete a Secretaría Académica.
2. Presenta tu DNI.
3. Solicita la actualización de tus datos.",Administrativa,4,45
2409,Financiera,¿Cómo solicito un fraccionamiento de mis pagos?,"1. Ingresa a la plataforma académica.
2. Ve a 'Tesorería > Fraccionamiento'.
3. Elige el número de cuotas.
4. Acepta los términos y envía la solicitud.",Financiera,3,30
2410,Bolsa Laboral,¿Qué talleres ofrece la Bolsa Laboral para estudiantes?,"Incluye talleres de:
- Elaboración de CV
- Entrevista laboral
- LinkedIn profesional
- Networking empresarial.",Bolsa Laboral,4,25
2411,Financiera,¿Dónde puedo ver el cronograma de pagos?,"1. Ingresa al campus virtual.
2. Dirígete a la opción 'Pagos y cronogramas'.
3. Selecciona tu ciclo y carrera.",Financiera,4,30
2412,Internacional,¿Qué necesito para postular a un programa de intercambio?,"Requisitos:
1. Promedio >13
2. Inglés nivel B1
3. No tener sanciones
4. Postular en fechas oficiales desde la web de Internacionalización.",Internacional,4,60
2413,Trámite,¿Cómo solicito constancia de matrícula o estudios?,"1. Ingresa al campus virtual.
2. Ve a 'Trámites'.
3. Selecciona el tipo de constancia.
4. Realiza el pago y espera 3 días hábiles.",Secretaría General,4,25
2414,Administrativa,¿Cómo obtengo un duplicado de mi carné universitario?,"1. Solicita el duplicado en la plataforma.
2. Paga el derecho correspondiente en Tesorería.
3. Acércate a Secretaría Académica con tu voucher.",Administrativa,3,10
2415,Financiera,¿Dónde puedo ver el cronograma de pagos?,"1. Ingresa al campus virtual.
2. Dirígete a la opción 'Pagos y cronogramas'.
3. Selecciona tu ciclo y carrera.",Financiera,3,20
2416,Administrativa,¿Dónde reviso el reglamento de sanciones y faltas?,"En la intranet, sección 'Documentos Institucionales', encontrarás el reglamento actualizado.",Administrativa,5,30
2417,Administrativa,¿Qué debo hacer si mis datos personales están incorrectos en el sistema?,"1. Dirígete a Secretaría Académica.
2. Presenta tu DNI.
3. Solicita la actualización de tus datos.",Administrativa,3,15
2418,Bienestar,¿Qué servicios ofrece Bienestar Universitario durante el ciclo?,"Incluye:
- Asesoría psicológica
- Orientación vocacional
- Ferias de salud
- Actividades deportivas y culturales",Bienestar,3,60
2419,Trámite,¿Cómo tramito mi certificado de egresado?,"1. Finaliza todos tus cursos.
2. Ingresa al portal y solicita el certificado.
3. Paga el derecho respectivo.
4. Recibirás el documento digital.",Secretaría General,5,15
2420,Administrativa,¿Cómo obtengo un duplicado de mi carné universitario?,"1. Solicita el duplicado en la plataforma.
2. Paga el derecho correspondiente en Tesorería.
3. Acércate a Secretaría Académica con tu voucher.",Administrativa,4,15
2421,Biblioteca,¿Qué pasa si entrego un libro con retraso?,"Se genera una multa por día de retraso. Para evitarla, puedes renovar el préstamo desde tu cuenta antes de la fecha límite.",Biblioteca,3,30
2422,Biblioteca,¿Cómo solicito un libro que no está en la biblioteca?,Puedes usar el formulario 'Solicitud de libros' en la web de biblioteca para que evalúen su adquisición.,Biblioteca,5,25
2423,Administrativa,¿Qué debo hacer si mis datos personales están incorrectos en el sistema?,"1. Dirígete a Secretaría Académica.
2. Presenta tu DNI.
3. Solicita la actualización de tus datos.",Administrativa,5,25
2424,Bolsa Laboral,¿Cómo solicito una asesoría de empleabilidad?,"1. Entra a la plataforma.
2. Agenda una cita con un asesor.
3. Prepara tu CV y objetivos laborales.",Bolsa Laboral,3,30
2425,Bienestar,¿Qué servicios ofrece Bienestar Universitario durante el ciclo?,"Incluye:
- Asesoría psicológica
- Orientación vocacional
- Ferias de salud
- Actividades deportivas y culturales",Bienestar,5,15
2426,Biblioteca,¿Cómo solicito un libro que no está en la biblioteca?,Puedes usar el formulario 'Solicitud de libros' en la web de biblioteca para que evalúen su adquisición.,Biblioteca,5,20
2427,Biblioteca,¿Qué pasa si entrego un libro con retraso?,"Se genera una multa por día de retraso. Para evitarla, puedes renovar el préstamo desde tu cuenta antes de la fecha límite.",Biblioteca,3,25
2428,Trámite,¿Qué requisitos debo presentar para solicitar un traslado a otra sede?,"Necesitas:
- Solicitud formal
- Constancia de notas
- DNI escaneado
Envía todo a secretaria.general@utp.edu.pe",Secretaría General,4,30
2429,Bienestar,¿Qué servicios ofrece Bienestar Universitario durante el ciclo?,"Incluye:
- Asesoría psicológica
- Orientación vocacional
- Ferias de salud
- Actividades deportivas y culturales",Bienestar,4,60
2430,Financiera,¿Qué hago si ya pagué pero no se refleja el abono en mi cuenta?,"1. Espera 24h tras el pago.
2. Si no se refleja, envía el voucher escaneado a tesoreria@utp.edu.pe con tu código de alumno.
3. Verifica en 48h.",Financiera,5,15
2431,Bolsa Laboral,¿Cómo me registro en la Bolsa Laboral UTP?,"1. Accede a empleabilidad.utp.edu.pe
2. Inicia sesión con tu cuenta institucional.
3. Completa tu perfil.
4. Aplica a convocatorias activas.",Bolsa Laboral,4,45
2432,Financiera,¿Cómo solicito un fraccionamiento de mis pagos?,"1. Ingresa a la plataforma académica.
2. Ve a 'Tesorería > Fraccionamiento'.
3. Elige el número de cuotas.
4. Acepta los términos y envía la solicitud.",Financiera,4,30
2433,Internacional,¿Qué necesito para postular a un programa de intercambio?,"Requisitos:
1. Promedio >13
2. Inglés nivel B1
3. No tener sanciones
4. Postular en fechas oficiales desde la web de Internacionalización.",Internacional,4,10
2434,Biblioteca,¿Cómo solicito un libro que no está en la biblioteca?,Puedes usar el formulario 'Solicitud de libros' en la web de biblioteca para que evalúen su adquisición.,Biblioteca,5,25
2435,Tecnológica,¿Qué debo hacer si no puedo acceder al campus virtual desde casa?,"Verifica tu conexión a internet. Luego:
1. Borra caché del navegador.
2. Intenta ingresar desde otro navegador.
3. Si persiste, contacta a Soporte TI desde el correo soporte@utp.edu.pe.",Tecnológica,4,25
2436,Biblioteca,¿Qué pasa si entrego un libro con retraso?,"Se genera una multa por día de retraso. Para evitarla, puedes renovar el préstamo desde tu cuenta antes de la fecha límite.",Biblioteca,4,60
2437,Bolsa Laboral,¿Cómo me registro en la Bolsa Laboral UTP?,"1. Accede a empleabilidad.utp.edu.pe
2. Inicia sesión con tu cuenta institucional.
3. Completa tu perfil.
4. Aplica a convocatorias activas.",Bolsa Laboral,4,45
2438,Bolsa Laboral,¿Cómo solicito una asesoría de empleabilidad?,"1. Entra a la plataforma.
2. Agenda una cita con un asesor.
3. Prepara tu CV y objetivos laborales.",Bolsa Laboral,3,10
2439,Bolsa Laboral,¿Qué talleres ofrece la Bolsa Laboral para estudiantes?,"Incluye talleres de:
- Elaboración de CV
- Entrevista laboral
- LinkedIn profesional
- Networking empresarial.",Bolsa Laboral,5,25
2440,Financiera,¿Qué hago si ya pagué pero no se refleja el abono en mi cuenta?,"1. Espera 24h tras el pago.
2. Si no se refleja, envía el voucher escaneado a tesoreria@utp.edu.pe con tu código de alumno.
3. Verifica en 48h.",Financiera,3,30
2441,Financiera,¿Cómo solicito un fraccionamiento de mis pagos?,"1. Ingresa a la plataforma académica.
2. Ve a 'Tesorería > Fraccionamiento'.
3. Elige el número de cuotas.
4. Acepta los términos y envía la solicitud.",Financiera,3,30
2442,Tecnológica,¿Qué debo hacer si no puedo acceder al campus virtual desde casa?,"Verifica tu conexión a internet. Luego:
1. Borra caché del navegador.
2. Intenta ingresar desde otro navegador.
3. Si persiste, contacta a Soporte TI desde el correo soporte@utp.edu.pe.",Tecnológica,4,10
2443,Trámite,¿Qué requisitos debo presentar para solicitar un traslado a otra sede?,"Necesitas:
- Solicitud formal
- Constancia de notas
- DNI escaneado
Envía todo a secretaria.general@utp.edu.pe",Secretaría General,3,25
